site_id	site_nr	site_name	utm_x	utm_y	bio_stratum	design_stratum	region	cluster	cluster_name	nat_biodiv_pct	precipitation_dmi	bare_soil_mean	moss_cover_mean	lichen_cover_mean	veg_height_mean	soil_class	airtemp_sd_all	soilm_trimmean_may	vpd_mean_day	surfacetemp_sd_all	light_sd_all	leaf_c_avg	leaf_n_avg	leaf_np_avg	leaf_p_avg	soil_n_avg	soil_p_avg	soil_c_avg	soil_ph_avg	sfi	smi	litter_mass	org_mat	canopy_high_perc	canopy_low_perc	cow_badv3	deer_badv3	hare_badv3	horse_badv3	sheep_badv3	dung_pa	dung_sum	treedensity_40dbh_dec	treedensity_40dbh_con	trees_40dbh_count	trees_40dbh_nospecies	deadwood_badv3	deadwood_vol_ha	flower_vol_sum	ellenberg_f	ellenberg_l	ellenberg_n	ellenberg_n_ph	ellenberg_r	spatcon_1000_pct	spatcon_2000_pct	spatcon_500_pct	spatcon_5000_pct	temp_con	plant_rich	plant_rich_rl	moss_rich	moss_rich_rl	lichen_rich	lichen_rich_rl	fungi_rich	fungi_rich_rl	collembol_rich	gastropod_rich	carabid_rich	carabid_rich_rl	apoidea_rich	apoidea_rich_rl	araneae_rich	araneae_rich_rl	syrphidae_rich	syrphidae_rich_rl	arthropod_rich_other
SV091	91	Malles Næs	638344,24	6175468,45	EarlyWetRich	EarlyMoistRich	Zeal	SV	Vestsjælland	99,65	617,60	0,00	13,75	0,00	8,13	Sand	4,99	63,72	0,56	8,27	3838,82	44,89	2,22	10,85	0,20	225,57	22,56	6635,31	5,82	4,52	6,93	4,82	63,75	0,00	0,00	0,05	0,00	0,01	0,00	0,00	1	0,06	0,00	0,00	0	0	0,00	0,00	40,15	6,09	6,91	3,70	0,62	6,00	9,67	7,33	23,33	2,33	3	63	1	20	0	4	1	52	4	12	7	4	0	1	0	29	0	1	0	64
SV092	92	Kaldred Kær	640495,14	6175364,01	EarlyWetRich	EarlyWetRich	Zeal	SV	Vestsjælland	89,12	652,90	3,25	35,00	0,00	10,31	Sand	5,27	72,35	0,50	5,41	2964,11	44,09	2,12	13,31	0,16	153,75	13,93	3889,73	6,43	4,40	7,36	6,18	42,50	0,00	0,00	0,04	0,00	0,00	0,00	0,00	1	0,04	0,00	0,00	0	0	0,00	0,00	5,02	7,01	6,47	4,20	0,69	6,09	2,00	0,70	6,67	0,07	3	77	1	15	1	6	0	29	1	6	11	10	0	0	0	39	0	7	0	79
SV093	93	Skamlebæk	651753,42	6190535,86	EarlyDryPoor	MidDryPoor	Zeal	SV	Vestsjælland	40,64	685,30	0,25	6,25	0,00	20,00	Sand_clay	7,80	16,00	0,83	8,92	2325,26	45,78	1,74	9,70	0,18	210,65	12,90	4750,25	4,50	3,05	4,99	284,98	11,25	0,00	1,42	0,00	0,02	0,00	0,00	0,00	1	0,02	0,00	0,00	0	0	0,00	0,00	7,94	4,74	6,61	2,98	0,65	4,55	8,67	2,67	33,33	0,07	3	35	0	9	0	8	0	54	0	7	5	4	0	0	0	30	0	3	0	68
SV094	94	Røsnæs Krat	618893,55	6178182,04	EarlyDryRich	MidDryRich	Zeal	SV	Vestsjælland	21,42	599,60	9,00	0,50	0,00	16,50	Sand	4,66	25,66	0,48	7,81	2129,36	43,22	2,32	13,75	0,17	524,80	59,65	7537,64	6,68	4,24	5,27	54,59	0,00	4,60	2,72	0,02	0,00	0,00	0,00	0,00	1	0,02	0,20	0,00	0	0	0,11	0,00	30,11	4,69	5,78	4,93	0,73	6,79	2,33	1,00	5,67	0,07	4	114	2	11	0	21	5	116	9	11	8	10	2	11	0	27	4	1	0	89
SV095	95	Røsnæs	619111,64	6178860,67	Agricultural	Oldfield	Zeal	SV	Vestsjælland	22,23	599,60	1,00	46,25	0,00	5,88	Clay	4,04	39,67	0,38	5,16	2460,25	43,23	2,83	5,26	0,57	246,94	106,10	582,26	6,33	5,94	5,87	2,44	0,00	0,00	0,00	0,12	0,00	0,16	0,00	0,00	1	0,28	0,00	0,00	0	0	0,00	0,00	166,85	4,90	6,36	5,05	0,81	6,21	36,67	9,67	53,33	2,67	1	40	0	11	0	13	1	28	0	18	1	9	0	4	0	21	0	6	0	73
SM096	96	Allindelille Fredskov	675263,8	6155726,35	LateDryRich	Hotspot	Zeal	SM	Midtsjælland	58,61	681,10	88,75	0,00	0,00	0,00	Sand_clay	3,74	29,73	0,34	3,58	345,36	41,04	2,71	12,21	0,22	283,87	36,85	4510,28	7,64	5,12	5,57	1726,87	0,00	29,10	2,78	0,00	0,00	0,00	0,00	0,00	0	0,00	0,14	0,00	10	1	0,05	0,70	0,02	5,41	4,23	5,66	0,89	6,37	12,67	3,00	33,33	0,37	4	29	0	15	0	13	7	133	9	15	14	5	0	1	0	21	0	1	0	46
SM097	97	Suserup Skov	661990,47	6140046,84	LateDryRich	LateDryRich	Zeal	SM	Midtsjælland	49,37	681,00	97,00	0,00	0,00	0,00	Sand_clay	3,56	19,20	0,37	2,79	196,05	41,54	3,11	12,75	0,25	157,22	33,54	2803,93	4,16	4,65	5,12	750,00	6,25	23,94	2,67	0,00	0,00	0,00	0,00	0,00	0	0,00	0,12	0,00	11	4	0,33	7,16	15,40	5,34	3,75	5,83	0,90	6,52	8,00	3,67	23,33	6,03	4	11	0	7	0	9	3	115	9	20	14	6	0	0	0	20	0	0	0	53
SM098	98	Broby Vesterskov	664333,86	6140552,9	LateDryRich	Plantation	Zeal	SM	Midtsjælland	82,51	681,00	85,00	0,75	0,00	1,13	Sand_clay	3,71	29,09	0,36	3,27	276,18	40,55	3,65	14,41	0,26	303,01	53,24	2650,45	4,72	5,16	5,54	794,79	0,00	22,59	2,72	0,00	0,00	0,00	0,00	0,00	0	0,00	0,04	0,00	20	1	0,19	0,00	5,65	5,56	4,16	5,57	0,93	6,02	38,33	21,67	75,00	10,00	3	24	0	17	0	5	1	136	3	18	15	7	0	1	0	25	1	0	0	44
SM099	99	Avnsø	681899,67	6161530,41	LateWetPoor	LateMoistPoor	Zeal	SM	Midtsjælland	92,81	675,10	16,25	13,75	0,00	4,06	Organic	3,89	60,01	0,34	3,87	453,39	45,20	2,73	11,54	0,24	28,91	1,55	785,58	4,52	3,81	6,86	809,92	100,00	18,03	2,75	0,00	0,10	0,00	0,00	0,00	1	0,10	0,24	0,00	0	0	0,21	1,53	1,19	6,20	5,08	4,28	1,02	4,22	2,67	1,33	7,00	0,37	4	22	0	34	0	25	5	144	5	20	12	8	0	3	0	24	0	3	0	70
SM100	100	Smuldmosen	681901,6	6160066,75	LateWetPoor	MidMoistPoor	Zeal	SM	Midtsjælland	88,38	675,10	43,75	5,25	0,00	4,13	Organic	3,66	70,13	0,16	3,55	464,28	45,02	2,74	10,94	0,25	245,08	14,60	7884,58	4,94	4,37	7,29	788,38	100,00	11,70	2,77	0,00	0,10	0,00	0,00	0,00	1	0,10	0,10	0,01	2	1	0,25	1,27	2,09	6,91	5,41	4,77	0,89	5,33	2,33	1,00	5,00	0,67	3	58	0	50	1	23	3	158	6	15	19	12	0	5	0	34	0	13	0	105
SM101	101	Frederikskilde Skov	661357,55	6139741,49	LateWetRich	LateWetRich	Zeal	SM	Midtsjælland	69,80	674,00	37,50	2,00	0,00	5,19	Organic	3,20	73,66	0,19	2,57	113,63	43,33	3,47	11,48	0,31	221,08	14,00	6062,99	7,13	5,04	7,44	589,29	100,00	20,55	2,76	0,00	0,00	0,00	0,00	0,00	0	0,00	0,18	0,00	8	2	0,28	1,26	35,02	6,51	5,00	5,82	0,93	6,26	1,67	0,37	6,33	0,07	4	66	0	16	1	10	2	101	0	16	33	7	0	2	0	27	0	5	0	83
SM102	102	Kongskilde Friluftsgård	660681,65	6140028	Agricultural	Ley	Zeal	SM	Midtsjælland	35,26	681,00	4,50	2,00	0,00	18,00	Clay	6,58	13,95	0,73	9,24	3736,89	41,84	4,46	6,29	0,72	282,34	96,63	12,02	6,07	6,74	4,89	2,15	0,00	0,00	0,00	0,00	0,00	0,92	0,00	0,00	1	0,92	0,00	0,00	0	0	0,00	0,00	1327,60	5,11	6,66	5,82	0,89	6,55	26,67	17,67	46,67	18,67	3	38	0	4	0	0	0	7	0	12	4	11	1	4	0	25	0	10	0	91
SM103	103	Fuglebjerg	660836,74	6132877,63	Agricultural	Field	Zeal	SM	Midtsjælland	0,00	674,00	12,50	8,00	0,00	75,38	Clay	5,09	21,27	0,29	4,32	850,09	41,92	2,68	6,13	0,44	265,49	81,57	12,76	7,07	5,46	5,20	0,96	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0,00	0,00	0,00	0	0	0,00	0,00	8876,08	4,78	7,02	6,42	0,99	6,52	78,33	73,33	82,67	71,67	3	36	0	7	0	0	0	0	0	13	1	21	0	0	0	19	0	5	0	48
SM104	104	Bimosen	664168,2	6142265,6	EarlyWetRich	MidMoistRich	Zeal	SM	Midtsjælland	72,90	681,00	4,75	4,75	0,00	28,63	Organic	5,79	77,72	0,36	5,81	1618,75	44,70	2,22	14,69	0,15	169,51	18,92	4653,52	6,13	4,15	7,63	34,58	100,00	0,00	1,36	0,06	0,00	0,00	0,00	0,00	1	0,06	0,01	0,00	0	0	0,00	0,00	49,85	7,52	6,26	4,58	0,78	5,86	2,67	1,00	10,33	0,70	4	87	1	14	0	9	1	40	1	12	12	14	0	0	0	30	0	19	0	101
FF105	105	Svanninge Bakker	579564,46	6109181,42	LateDryRich	LateDryPoor	FLM	FF	Fyn	53,43	661,20	53,75	10,50	0,00	9,00	Sand	3,00	11,26	0,19	2,46	261,96	44,10	4,18	9,37	0,45	364,68	27,90	8146,91	4,50	5,02	4,75	1259,41	0,00	12,97	2,79	0,00	0,00	0,00	0,00	0,00	0	0,00	0,22	0,00	8	2	0,05	0,58	9,38	5,37	4,39	5,66	0,97	5,83	13,00	9,00	17,33	3,33	3	51	1	15	0	19	3	120	0	12	15	4	0	2	0	30	0	0	0	77
FF106	106	Hestebakke	579488,7	6109957,7	EarlyDryRich	EarlyDryRich	FLM	FF	Fyn	45,89	661,20	2,00	2,00	0,00	14,88	Sand_clay	5,20	19,67	0,46	9,31	4644,78	46,35	2,71	10,85	0,26	410,33	52,74	6802,87	4,96	4,18	5,11	39,74	0,00	5,61	2,88	0,05	0,00	0,02	0,00	0,00	1	0,06	0,00	0,00	0	0	0,00	0,00	936,70	4,46	6,49	3,81	0,65	5,87	3,33	1,33	7,67	0,37	4	85	0	11	0	15	1	78	0	12	8	4	1	3	0	29	0	10	0	110
FF107	107	Dalkildegård	579910,1	6110351,9	LateDryRich	Plantation	FLM	FF	Fyn	51,64	704,60	1,50	2,00	0,00	47,50	Sand_clay	2,78	24,88	0,08	2,34	324,23	44,86	3,77	7,83	0,48	178,93	42,12	460,88	4,95	5,18	5,40	684,64	0,00	10,86	2,74	0,00	0,00	0,00	0,00	0,00	0	0,00	0,26	0,00	0	0	0,13	0,00	7,83	5,65	4,61	6,03	0,98	6,18	12,67	12,67	11,67	5,00	1	26	0	14	0	9	2	118	4	13	15	4	0	2	0	30	0	4	0	66
FF108	108	Iglesø	583997,05	6109030,25	EarlyWetPoor	EarlyWetPoor	FLM	FF	Fyn	72,17	718,70	0,00	63,75	0,25	9,94	Organic	5,67	72,21	0,48	6,94	3018,82	46,84	1,84	11,59	0,17	52,72	2,94	2173,24	4,17	2,64	7,45	105,22	100,00	5,78	2,72	0,00	0,01	0,00	0,00	0,00	1	0,01	0,00	0,01	0	0	0,00	0,00	80,80	7,56	7,50	1,64	0,64	2,57	1,33	0,07	4,33	0,07	4	14	0	17	0	8	2	43	4	9	1	4	1	4	0	33	0	14	0	60
FF109	109	Rødme Svinehaver	595692,64	6107075,18	EarlyDryRich	MidDryPoor	FLM	FF	Fyn	29,54	732,60	2,50	12,50	0,25	3,63	Sand_clay	4,69	27,41	0,39	7,09	3051,98	44,39	2,12	9,92	0,21	208,12	35,36	5674,84	4,85	3,53	5,55	11,22	0,00	3,03	1,50	0,22	0,00	0,27	0,00	0,00	1	0,50	0,00	0,00	0	0	0,00	0,00	566,39	5,25	6,60	3,75	0,76	4,95	4,00	0,37	14,00	0,07	4	51	0	20	0	25	9	64	5	13	2	1	0	4	0	21	0	7	0	78
FF110	110	Skyttegård	587284,7	6110023,2	LateWetPoor	LateMoistPoor	FLM	FF	Fyn	72,91	760,00	6,25	4,50	0,00	34,31	Organic	3,66	63,62	0,22	3,03	593,33	47,00	2,93	16,18	0,18	233,93	13,69	6783,24	4,17	3,22	7,15	531,46	20,00	16,66	2,74	0,00	0,01	0,00	0,00	0,00	1	0,01	0,12	0,00	0	0	0,08	0,11	0,00	7,50	5,79	3,78	0,91	4,16	4,33	1,67	10,00	0,37	3	12	0	31	0	14	2	103	1	14	8	7	0	1	0	38	0	6	0	67
FF111	111	Nybo Mose	587265,05	6110673,05	EarlyWetPoor	MidMoistPoor	FLM	FF	Fyn	53,92	760,00	1,25	12,50	0,00	23,50	Organic	7,28	64,21	0,69	9,62	3526,53	47,30	2,36	15,14	0,16	126,57	6,25	3671,76	4,45	2,92	7,17	274,89	100,00	0,00	0,00	0,00	0,07	0,00	0,00	0,00	1	0,07	0,00	0,00	0	0	0,00	0,00	62,64	7,52	7,39	1,86	0,73	2,56	1,67	0,07	7,33	0,07	4	18	0	27	0	0	0	44	4	10	0	7	1	3	0	39	2	13	0	74
FF112	112	Stævningen	592504,2	6112615,35	EarlyWetPoor	MidWetPoor	FLM	FF	Fyn	67,51	734,90	0,00	30,50	0,00	31,81	Organic	6,66	63,97	0,51	8,32	1974,97	47,05	2,74	16,57	0,17	78,03	4,66	2529,62	4,71	3,53	7,12	442,01	100,00	0,00	0,00	0,00	0,01	0,92	0,00	0,00	1	0,93	0,00	0,00	0	0	0,00	0,00	244,11	7,54	6,88	2,51	0,76	3,30	1,03	0,37	3,33	0,07	4	33	0	23	1	3	0	41	4	17	1	3	0	4	0	40	1	9	0	82
FL113	113	Fuglsang Storskov	680392,01	6073973,93	LateDryPoor	Plantation	FLM	FL	Lolland	92,38	632,90	42,50	24,50	0,00	0,81	Clay	3,80	12,94	0,40	3,66	158,71	44,91	2,75	14,45	0,19	161,26	17,74	3376,01	4,12	4,64	4,77	1082,14	13,75	23,69	2,80	0,00	0,00	0,00	0,00	0,00	1	0,00	0,01	0,06	10	1	0,06	0,20	3,35	5,86	5,19	4,19	0,92	4,57	6,00	4,37	6,67	1,03	3	30	0	17	0	3	0	108	1	12	14	8	0	1	0	24	0	0	0	51
FL114	114	Løgnor	680771,25	6074624	LateDryPoor	Hotspot	FLM	FL	Lolland	93,65	632,90	53,75	1,25	0,00	0,94	Sand_clay	3,92	16,92	0,38	4,11	980,54	45,37	2,87	9,65	0,31	231,03	15,44	5939,09	4,13	4,40	4,94	1546,88	28,75	21,05	2,66	0,00	0,01	0,00	0,00	0,00	1	0,01	0,16	0,00	9	2	0,19	0,47	11,80	5,37	4,19	4,75	0,86	5,51	7,67	3,67	18,33	1,03	4	52	0	17	0	14	3	180	5	16	15	9	1	3	0	22	0	2	0	53
FL115	115	Bursø	660056	6070319,7	Agricultural	Field	FLM	FL	Lolland	40,70	651,60	45,00	5,00	0,00	7,25	Clay	6,53	28,08	0,86	9,08	2704,59	43,07	3,84	14,90	0,26	420,11	112,11	517,78	6,53	5,69	5,45	8,16	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0,00	0,00	0,00	0	0	0,00	0,00	0,00	4,83	7,44	6,81	1,03	6,60	50,00	50,00	46,67	53,33	3	26	0	1	0	0	0	3	0	18	1	13	0	2	0	27	0	9	0	57
FL116	116	Fuglse Mose	663386,35	6067126	LateWetRich	LateWetPoor	FLM	FL	Lolland	67,32	640,70	16,25	10,50	0,00	19,19	Organic	4,32	70,74	0,26	5,13	1386,27	44,60	3,16	12,58	0,26	145,05	8,02	3410,23	5,97	4,96	7,27	1017,69	100,00	13,61	2,76	0,00	0,00	0,00	0,00	0,00	0	0,00	0,16	0,00	0	0	0,11	0,00	1,96	8,21	5,92	4,84	0,82	5,88	6,67	2,33	9,33	0,07	3	51	0	36	0	28	3	126	4	14	16	15	1	3	0	29	0	5	0	71
FL117	117	Skelsnæs	NA	NA	LateWetRich	LateWetRich	FLM	FL	Lolland	42,73	651,60	12,50	6,25	0,00	50,94	Organic	3,86	71,35	0,24	3,99	915,38	44,66	2,69	13,80	0,21	108,92	7,41	2323,44	6,03	4,47	7,31	889,40	100,00	14,98	2,87	0,00	0,00	0,00	0,00	0,00	0	0,00	0,12	0,00	0	0	0,08	0,00	11,23	8,73	6,35	5,26	0,83	6,35	7,00	3,00	9,33	1,00	2	27	0	16	0	13	0	134	4	15	20	13	0	2	0	45	1	7	0	51
FL118	118	Søholt	NA	NA	LateWetRich	MidWetRich	FLM	FL	Lolland	31,34	640,70	28,75	16,75	0,00	46,63	Organic	3,79	76,34	0,19	3,66	612,85	43,96	3,14	11,52	0,28	99,27	5,58	2261,02	5,85	5,04	7,51	178,46	100,00	6,09	2,88	0,00	0,00	0,00	0,00	0,00	0	0,00	0,23	0,00	0	0	0,00	0,00	84,17	8,69	6,13	5,53	0,88	6,32	8,67	4,33	11,00	1,37	2	26	0	26	0	20	2	95	5	14	15	5	0	7	0	31	0	18	0	66
FL119	119	Musse Mose	670416,15	6066245,09	EarlyWetRich	MidMoistRich	FLM	FL	Lolland	43,99	642,70	2,00	3,75	0,00	31,00	Organic	6,51	63,27	0,50	6,67	2158,20	44,18	2,14	12,29	0,18	262,17	21,53	5941,09	4,57	3,85	6,95	125,91	75,00	3,91	2,77	0,00	0,00	0,00	0,00	0,00	0	0,00	0,03	0,00	0	0	0,00	0,00	275,20	6,85	6,22	4,49	0,79	5,72	5,67	1,33	20,00	0,07	4	76	0	15	0	16	0	80	1	14	12	13	0	8	0	54	1	19	0	152
FL120	120	Hejrede Sø	667308,25	6069259,5	Agricultural	Oldfield	FLM	FL	Lolland	48,52	640,70	4,25	2,00	0,00	10,06	Sand_clay	7,71	20,63	0,74	9,05	2191,57	43,38	2,39	6,89	0,36	564,69	96,62	5894,15	7,70	5,17	5,12	52,04	0,00	0,00	0,00	0,00	0,00	0,33	0,00	0,00	1	0,33	0,00	0,00	0	0	0,00	0,00	241,90	5,08	6,60	5,35	0,81	6,65	4,67	2,67	7,67	1,67	2	50	0	1	0	0	0	23	0	9	5	10	0	3	0	29	0	6	0	107
FM121	121	Klinteskov	726445,76	6098351,09	LateDryRich	LateMoistRich	FLM	FM	Moen	83,46	604,30	35,00	7,75	0,00	16,94	Sand	2,91	53,14	0,17	3,34	1130,78	42,23	3,97	10,22	0,43	208,94	22,95	5310,68	5,69	5,87	6,45	343,08	0,00	17,95	2,70	0,00	0,00	0,00	0,00	0,00	0	0,00	0,05	0,00	5	2	0,05	0,94	10,66	6,29	4,72	5,98	0,97	6,14	1,67	0,03	4,67	0,03	4	35	0	25	0	10	2	96	2	16	22	11	0	1	0	29	0	9	0	66
FM122	122	Ulvshale Klit	708858,69	6105766,04	EarlyDryPoor	EarlyDryPoor	FLM	FM	Moen	59,40	603,80	1,75	33,00	54,25	6,00	Sand	5,75	2,04	0,83	12,70	5256,90	45,12	1,91	4,87	0,40	72,78	57,08	91,58	5,89	3,50	4,26	7,60	0,00	0,00	0,00	0,00	0,00	1,43	0,00	0,00	1	1,43	0,00	0,00	0	0	0,00	0,00	56,55	3,70	6,84	2,69	0,54	5,00	11,33	4,00	20,67	0,70	4	28	0	13	0	13	4	29	0	8	2	10	0	8	0	25	0	7	0	79
FM123	123	Ulvshale Hede	708942,2	6104123,36	EarlyWetPoor	EarlyMoistPoor	FLM	FM	Moen	79,31	603,80	3,50	13,00	0,00	13,25	Organic	5,08	50,35	0,57	9,13	3342,78	46,82	2,19	16,30	0,14	81,18	9,25	3035,27	4,32	2,65	6,33	85,03	33,75	0,00	1,31	0,00	0,00	0,00	0,14	0,00	1	0,14	0,00	0,00	0	0	0,00	0,00	237,10	6,62	6,45	3,26	0,79	4,14	8,00	2,33	20,00	0,07	4	55	0	33	0	10	2	64	1	10	3	11	1	1	0	34	0	11	0	70
FM124	124	Busemarke Mose	720914,89	6096628,58	EarlyWetRich	EarlyMoistRich	FLM	FM	Moen	43,06	604,30	6,75	1,00	0,00	3,69	Sand	5,18	73,42	0,39	6,28	3241,73	42,81	3,47	11,38	0,31	300,27	40,33	7808,93	6,08	5,56	7,32	1,98	0,00	0,00	0,00	0,19	0,00	0,40	0,00	0,00	1	0,59	0,00	0,00	0	0	0,00	0,00	174,00	6,38	6,69	5,19	0,84	6,19	10,00	4,33	16,67	1,00	4	62	0	3	0	0	0	9	0	7	7	16	0	5	0	34	0	11	0	74
FM125	125	Busemarke Sø	721199,1	6095874,45	EarlyWetRich	EarlyWetRich	FLM	FM	Moen	45,09	604,30	2,00	0,00	0,00	2,06	Sand_clay	4,68	66,91	0,42	6,06	3856,80	45,03	3,99	11,39	0,35	211,36	26,76	5474,75	5,61	6,28	7,05	0,57	0,00	0,00	0,00	0,13	0,00	0,00	0,00	0,00	1	0,13	0,00	0,00	0	0	0,00	0,00	35,37	7,06	7,03	5,89	0,92	6,42	15,00	3,67	21,67	1,00	4	62	0	1	0	0	0	14	0	12	3	16	0	2	0	32	0	11	0	83
FM126	126	Høvblege	724661,43	6096492,24	EarlyDryRich	MidDryRich	FLM	FM	Moen	83,12	604,30	3,25	3,50	0,00	18,31	Sand_clay	4,81	16,68	0,34	4,29	817,19	44,72	2,71	11,87	0,23	488,42	62,09	8910,93	6,09	4,58	4,89	71,43	0,00	5,79	2,64	0,11	0,00	0,09	0,00	0,00	1	0,21	0,01	0,01	0	0	0,01	0,00	178,13	4,62	6,28	4,26	0,65	6,53	12,33	3,67	33,33	0,70	4	134	0	24	1	7	0	110	13	13	10	6	2	8	0	36	0	8	0	117
FM127	127	Timesø Bjerg	726525,02	6096761,69	LateDryRich	LateDryRich	FLM	FM	Moen	91,32	604,30	73,75	1,75	0,00	4,38	Clay	3,65	19,33	0,38	4,22	362,09	41,52	3,00	13,83	0,22	213,01	16,19	3222,16	7,08	5,71	5,00	615,59	0,00	23,78	2,60	0,00	0,00	0,00	0,00	0,00	0	0,00	0,04	0,00	9	1	0,13	1,61	1,84	5,16	3,63	5,44	0,83	6,54	10,00	6,00	26,67	1,33	4	36	0	19	2	17	5	67	9	11	20	6	0	0	0	27	0	2	0	65
FM128	128	Jydelejet	725619,9	6098927,95	EarlyDryRich	Hotspot	FLM	FM	Moen	53,45	604,30	3,25	1,00	0,00	17,88	Clay	5,74	27,76	0,56	8,84	4130,21	45,52	2,67	13,21	0,20	281,24	29,99	4551,11	7,92	5,27	5,36	50,74	0,00	6,30	2,75	0,05	0,00	0,00	0,00	0,00	1	0,05	0,02	0,01	0	0	0,00	0,00	609,80	4,83	6,24	4,52	0,68	6,62	11,00	4,00	26,67	2,00	4	106	2	26	2	13	1	55	5	9	8	3	0	11	0	29	0	21	0	148
FM129	129	Hegnede Bakke	710898,02	6102471,64	Agricultural	Ley	FLM	FM	Moen	13,88	604,70	0,25	41,25	0,00	2,25	Clay	5,82	26,77	0,71	10,14	4018,05	42,49	2,92	3,57	0,84	164,50	45,51	6,26	6,59	5,97	5,32	2,27	0,00	0,00	0,00	0,00	0,00	0,00	0,00	3,89	1	3,89	0,00	0,00	0	0	0,00	0,00	86,75	5,15	6,67	5,29	0,85	6,24	5,33	2,70	13,33	0,70	1	21	0	4	0	0	0	26	0	7	1	8	0	1	0	21	0	10	0	70
FM130	130	Lindebakker	726482,5	6097506,7	LateDryRich	Plantation	FLM	FM	Moen	100,00	604,30	85,00	2,50	0,00	1,25	Clay	2,99	22,53	0,26	2,86	414,22	43,15	3,23	13,59	0,25	128,18	24,18	1311,82	4,33	4,74	5,14	958,16	0,00	19,96	2,79	0,00	0,00	0,00	0,00	0,00	0	0,00	0,05	0,00	1	1	0,20	0,01	5,30	5,57	4,07	4,90	0,89	5,52	22,33	6,00	45,00	1,00	3	20	0	17	0	5	2	89	1	12	15	6	0	0	0	18	0	4	0	50
