taxonID,parentTaxonID,scientificName
Leptosphaeriaceae,Pleosporales,Leptosphaeriaceae
unidentified,Leptosphaeriaceae,unidentified
Leptosphaeriaceae_sp,unidentified,Leptosphaeriaceae_sp
SH493946.07FU,Leptosphaeriaceae_sp,SH493946.07FU
Laccaria_amethystina,Laccaria,Laccaria_amethystina
SH220959.07FU,Laccaria_amethystina,SH220959.07FU
Clavulina_coralloides,Clavulina,Clavulina_coralloides
SH220213.07FU,Clavulina_coralloides,SH220213.07FU
Amanita_excelsa,Amanita,Amanita_excelsa
SH221018.07FU,Amanita_excelsa,SH221018.07FU
SH222009.07FU,Archaeorhizomyces_sp,SH222009.07FU
SH191084.07FU,Rozellomycota_sp,SH191084.07FU
Mycena_leptocephala,Mycena,Mycena_leptocephala
SH223367.07FU,Mycena_leptocephala,SH223367.07FU
Lactarius_subdulcis,Lactarius,Lactarius_subdulcis
SH182378.07FU,Lactarius_subdulcis,SH182378.07FU
Inocybe_asterospora,Inocybe,Inocybe_asterospora
SH214547.07FU,Inocybe_asterospora,SH214547.07FU
Mycena_metata,Mycena,Mycena_metata
SH220724.07FU,Mycena_metata,SH220724.07FU
SH028417.07FU,Basidiomycota_sp,SH028417.07FU
SH180125.07FU,Mortierella_sp,SH180125.07FU
Cortinarius_livido-ochraceus,Cortinarius,Cortinarius_livido-ochraceus
SH222586.07FU,Cortinarius_livido-ochraceus,SH222586.07FU
Russula_fragilis,Russula,Russula_fragilis
SH218427.07FU,Russula_fragilis,SH218427.07FU
Marasmiaceae,Agaricales,Marasmiaceae
Megacollybia,Marasmiaceae,Megacollybia
Megacollybia_platyphylla,Megacollybia,Megacollybia_platyphylla
SH190970.07FU,Megacollybia_platyphylla,SH190970.07FU
Naevala,Helotiales_fam_Incertae_sedis,Naevala
Naevala_sp,Naevala,Naevala_sp
SH184428.07FU,Naevala_sp,SH184428.07FU
SH193968.07FU,Chaetothyriales_sp,SH193968.07FU
Ascobolaceae,Pezizales,Ascobolaceae
Ascobolus,Ascobolaceae,Ascobolus
Ascobolus_sp,Ascobolus,Ascobolus_sp
SH206962.07FU,Ascobolus_sp,SH206962.07FU
Boletales,Agaricomycetes,Boletales
Boletaceae,Boletales,Boletaceae
Imleria,Boletaceae,Imleria
Imleria_badia,Imleria,Imleria_badia
SH216653.07FU,Imleria_badia,SH216653.07FU
Chytridiomycetes,Chytridiomycota,Chytridiomycetes
Rhizophydiales,Chytridiomycetes,Rhizophydiales
Rhizophydiaceae,Rhizophydiales,Rhizophydiaceae
Rhizophydium,Rhizophydiaceae,Rhizophydium
Rhizophydium_sp,Rhizophydium,Rhizophydium_sp
SH478777.07FU,Rhizophydium_sp,SH478777.07FU
SH031434.07FU,Ascomycota_sp,SH031434.07FU
Phaeosphaeria,Phaeosphaeriaceae,Phaeosphaeria
Phaeosphaeria_juncophila,Phaeosphaeria,Phaeosphaeria_juncophila
SH208533.07FU,Phaeosphaeria_juncophila,SH208533.07FU
Parastagonospora,Phaeosphaeriaceae,Parastagonospora
Parastagonospora_nodorum,Parastagonospora,Parastagonospora_nodorum
SH182913.07FU,Parastagonospora_nodorum,SH182913.07FU
Russula_paludosa,Russula,Russula_paludosa
SH219857.07FU,Russula_paludosa,SH219857.07FU
SH495890.07FU,Fungi_sp,SH495890.07FU
Piloderma_sp,Piloderma,Piloderma_sp
SH196708.07FU,Piloderma_sp,SH196708.07FU
Lactarius_blennius,Lactarius,Lactarius_blennius
SH176422.07FU,Lactarius_blennius,SH176422.07FU
unidentified,Thelephoraceae,unidentified
Thelephoraceae_sp,unidentified,Thelephoraceae_sp
SH010130.07FU,Thelephoraceae_sp,SH010130.07FU
Acidomelania,Helotiales_fam_Incertae_sedis,Acidomelania
Acidomelania_panicicola,Acidomelania,Acidomelania_panicicola
SH211412.07FU,Acidomelania_panicicola,SH211412.07FU
Chaetothyriaceae,Chaetothyriales,Chaetothyriaceae
unidentified,Chaetothyriaceae,unidentified
Chaetothyriaceae_sp,unidentified,Chaetothyriaceae_sp
SH524252.07FU,Chaetothyriaceae_sp,SH524252.07FU
unidentified,Sordariomycetes,unidentified
Sordariomycetes_sp,unidentified,Sordariomycetes_sp
SH217806.07FU,Sordariomycetes_sp,SH217806.07FU
SH218285.07FU,Helotiales_sp,SH218285.07FU
Sclerotiniaceae,Helotiales,Sclerotiniaceae
Botrytis,Sclerotiniaceae,Botrytis
Botrytis_cinerea,Botrytis,Botrytis_cinerea
SH002187.07FU,Botrytis_cinerea,SH002187.07FU
unidentified,Capnodiales,unidentified
Capnodiales_sp,unidentified,Capnodiales_sp
SH192621.07FU,Capnodiales_sp,SH192621.07FU
Lactarius_rufus,Lactarius,Lactarius_rufus
SH182377.07FU,Lactarius_rufus,SH182377.07FU
Lactarius_obscuratus,Lactarius,Lactarius_obscuratus
SH330550.07FU,Lactarius_obscuratus,SH330550.07FU
SH219983.07FU,Inocybe_sp,SH219983.07FU
SH016876.07FU,Inocybe_sp,SH016876.07FU
Stagonosporopsis,Pleosporales_fam_Incertae_sedis,Stagonosporopsis
Stagonosporopsis_dennisii,Stagonosporopsis,Stagonosporopsis_dennisii
SH245147.07FU,Stagonosporopsis_dennisii,SH245147.07FU
unidentified,Leotiomycetes,unidentified
Leotiomycetes_sp,unidentified,Leotiomycetes_sp
SH496178.07FU,Leotiomycetes_sp,SH496178.07FU
Lycoperdon,Agaricaceae,Lycoperdon
Lycoperdon_pyriforme,Lycoperdon,Lycoperdon_pyriforme
SH175879.07FU,Lycoperdon_pyriforme,SH175879.07FU
Strophariaceae,Agaricales,Strophariaceae
Hypholoma,Strophariaceae,Hypholoma
Hypholoma_fasciculare,Hypholoma,Hypholoma_fasciculare
SH201439.07FU,Hypholoma_fasciculare,SH201439.07FU
Russula_emetica,Russula,Russula_emetica
SH218421.07FU,Russula_emetica,SH218421.07FU
SH483257.07FU,Ascobolus_sp,SH483257.07FU
Typhulaceae,Agaricales,Typhulaceae
Macrotyphula,Typhulaceae,Macrotyphula
Macrotyphula_juncea,Macrotyphula,Macrotyphula_juncea
SH215726.07FU,Macrotyphula_juncea,SH215726.07FU
Tomentella_lateritia,Tomentella,Tomentella_lateritia
SH189418.07FU,Tomentella_lateritia,SH189418.07FU
Tomentella_stuposa,Tomentella,Tomentella_stuposa
SH177789.07FU,Tomentella_stuposa,SH177789.07FU
Cortinarius_anomalus,Cortinarius,Cortinarius_anomalus
SH196664.07FU,Cortinarius_anomalus,SH196664.07FU
unidentified,Agaricales,unidentified
Agaricales_sp,unidentified,Agaricales_sp
SH029800.07FU,Agaricales_sp,SH029800.07FU
SH180120.07FU,Mortierella_sp,SH180120.07FU
Alnicola,Strophariaceae,Alnicola
Alnicola_macrospora,Alnicola,Alnicola_macrospora
SH218868.07FU,Alnicola_macrospora,SH218868.07FU
unidentified,Clavariaceae,unidentified
Clavariaceae_sp,unidentified,Clavariaceae_sp
SH216691.07FU,Clavariaceae_sp,SH216691.07FU
Laccaria_sp,Laccaria,Laccaria_sp
SH179290.07FU,Laccaria_sp,SH179290.07FU
Xylariales_fam_Incertae_sedis,Xylariales,Xylariales_fam_Incertae_sedis
Microdochium,Xylariales_fam_Incertae_sedis,Microdochium
Microdochium_sp,Microdochium,Microdochium_sp
SH495157.07FU,Microdochium_sp,SH495157.07FU
SH199613.07FU,Cenococcum_geophilum,SH199613.07FU
Hygrophorus,Hygrophoraceae,Hygrophorus
Hygrophorus_eburneus,Hygrophorus,Hygrophorus_eburneus
SH211002.07FU,Hygrophorus_eburneus,SH211002.07FU
SH497382.07FU,Phaeosphaeriaceae_sp,SH497382.07FU
Drechslera,Pleosporaceae,Drechslera
Drechslera_sp,Drechslera,Drechslera_sp
SH189947.07FU,Drechslera_sp,SH189947.07FU
Dermateaceae,Helotiales,Dermateaceae
Rhizodermea,Dermateaceae,Rhizodermea
Rhizodermea_veluwensis,Rhizodermea,Rhizodermea_veluwensis
SH201608.07FU,Rhizodermea_veluwensis,SH201608.07FU
SH214626.07FU,Sebacina_sp,SH214626.07FU
Exophiala,Herpotrichiellaceae,Exophiala
Exophiala_equina,Exophiala,Exophiala_equina
SH197643.07FU,Exophiala_equina,SH197643.07FU
Trechispora,Hydnodontaceae,Trechispora
Trechispora_hymenocystis,Trechispora,Trechispora_hymenocystis
SH199569.07FU,Trechispora_hymenocystis,SH199569.07FU
SH468501.07FU,Helotiales_sp,SH468501.07FU
SH197804.07FU,Clavulinopsis_helvola,SH197804.07FU
SH019958.07FU,Archaeorhizomyces_sp,SH019958.07FU
SH182918.07FU,Ascomycota_sp,SH182918.07FU
Cladophialophora_sp,Cladophialophora,Cladophialophora_sp
SH213267.07FU,Cladophialophora_sp,SH213267.07FU
SH496148.07FU,Fungi_sp,SH496148.07FU
Alternaria_limaciformis,Alternaria,Alternaria_limaciformis
SH294942.07FU,Alternaria_limaciformis,SH294942.07FU
Neosetophoma,Leptosphaeriaceae,Neosetophoma
Neosetophoma_samararum,Neosetophoma,Neosetophoma_samararum
SH182983.07FU,Neosetophoma_samararum,SH182983.07FU
SH208536.07FU,Phaeosphaeriaceae_sp,SH208536.07FU
SH196188.07FU,Mortierella_sp,SH196188.07FU
Inocybe_xanthomelas,Inocybe,Inocybe_xanthomelas
SH200845.07FU,Inocybe_xanthomelas,SH200845.07FU
Leotiomycetes_ord_Incertae_sedis,Leotiomycetes,Leotiomycetes_ord_Incertae_sedis
Myxotrichaceae,Leotiomycetes_ord_Incertae_sedis,Myxotrichaceae
Oidiodendron,Myxotrichaceae,Oidiodendron
Oidiodendron_echinulatum,Oidiodendron,Oidiodendron_echinulatum
SH216993.07FU,Oidiodendron_echinulatum,SH216993.07FU
Mortierella_elongata,Mortierella,Mortierella_elongata
SH180118.07FU,Mortierella_elongata,SH180118.07FU
Sordariomycetidae_ord_Incertae_sedis,Sordariomycetes,Sordariomycetidae_ord_Incertae_sedis
Annulatascaceae,Sordariomycetidae_ord_Incertae_sedis,Annulatascaceae
Conlarium,Annulatascaceae,Conlarium
Conlarium_sp,Conlarium,Conlarium_sp
SH204530.07FU,Conlarium_sp,SH204530.07FU
Hypholoma_elongatum,Hypholoma,Hypholoma_elongatum
SH219747.07FU,Hypholoma_elongatum,SH219747.07FU
Meruliaceae,Polyporales,Meruliaceae
Hypochnicium,Meruliaceae,Hypochnicium
Hypochnicium_albostramineum,Hypochnicium,Hypochnicium_albostramineum
SH197342.07FU,Hypochnicium_albostramineum,SH197342.07FU
Cortinarius_stillatitius,Cortinarius,Cortinarius_stillatitius
SH222472.07FU,Cortinarius_stillatitius,SH222472.07FU
Xerocomellus,Boletaceae,Xerocomellus
Xerocomellus_pruinatus,Xerocomellus,Xerocomellus_pruinatus
SH197705.07FU,Xerocomellus_pruinatus,SH197705.07FU
Inocybe_petiginosa,Inocybe,Inocybe_petiginosa
SH211893.07FU,Inocybe_petiginosa,SH211893.07FU
SH030355.07FU,Helotiales_sp,SH030355.07FU
SH189372.07FU,Thelephoraceae_sp,SH189372.07FU
Mortierella_angusta,Mortierella,Mortierella_angusta
SH189943.07FU,Mortierella_angusta,SH189943.07FU
Russula_claroflava,Russula,Russula_claroflava
SH176554.07FU,Russula_claroflava,SH176554.07FU
Massariosphaeria,Pleosporales_fam_Incertae_sedis,Massariosphaeria
Massariosphaeria_sp,Massariosphaeria,Massariosphaeria_sp
SH187973.07FU,Massariosphaeria_sp,SH187973.07FU
Venturiales,Dothideomycetes,Venturiales
Venturiaceae,Venturiales,Venturiaceae
Venturia,Venturiaceae,Venturia
Venturia_sp,Venturia,Venturia_sp
SH219634.07FU,Venturia_sp,SH219634.07FU
Hypocreales_fam_Incertae_sedis,Hypocreales,Hypocreales_fam_Incertae_sedis
Calcarisporium,Hypocreales_fam_Incertae_sedis,Calcarisporium
Calcarisporium_arbuscula,Calcarisporium,Calcarisporium_arbuscula
SH530125.07FU,Calcarisporium_arbuscula,SH530125.07FU
SH208591.07FU,Chaetothyriales_sp,SH208591.07FU
Lactarius_vietus,Lactarius,Lactarius_vietus
SH176403.07FU,Lactarius_vietus,SH176403.07FU
SH528241.07FU,Ascomycota_sp,SH528241.07FU
Pholiota,Strophariaceae,Pholiota
Pholiota_conissans,Pholiota,Pholiota_conissans
SH186674.07FU,Pholiota_conissans,SH186674.07FU
Pyrenochaetopsis_pratorum,Pyrenochaetopsis,Pyrenochaetopsis_pratorum
SH198998.07FU,Pyrenochaetopsis_pratorum,SH198998.07FU
SH221024.07FU,Amanita_excelsa,SH221024.07FU
Mycena_epipterygia,Mycena,Mycena_epipterygia
SH184078.07FU,Mycena_epipterygia,SH184078.07FU
unidentified,Lecanoromycetes,unidentified
Lecanoromycetes_sp,unidentified,Lecanoromycetes_sp
SH025146.07FU,Lecanoromycetes_sp,SH025146.07FU
Pseudotomentella_mucidula,Pseudotomentella,Pseudotomentella_mucidula
SH223404.07FU,Pseudotomentella_mucidula,SH223404.07FU
Penicillium_adametzii,Penicillium,Penicillium_adametzii
SH182494.07FU,Penicillium_adametzii,SH182494.07FU
Alternaria_rosae,Alternaria,Alternaria_rosae
SH294936.07FU,Alternaria_rosae,SH294936.07FU
Lactarius_camphoratus,Lactarius,Lactarius_camphoratus
SH220116.07FU,Lactarius_camphoratus,SH220116.07FU
SH208607.07FU,Herpotrichiellaceae_sp,SH208607.07FU
Microbotryomycetes,Basidiomycota,Microbotryomycetes
Leucosporidiales,Microbotryomycetes,Leucosporidiales
unidentified,Leucosporidiales,unidentified
Leucosporidiales_sp,unidentified,Leucosporidiales_sp
SH012946.07FU,Leucosporidiales_sp,SH012946.07FU
Clavulina_cinerea,Clavulina,Clavulina_cinerea
SH220241.07FU,Clavulina_cinerea,SH220241.07FU
Preussia_persica,Preussia,Preussia_persica
SH184177.07FU,Preussia_persica,SH184177.07FU
Capnodiales_fam_Incertae_sedis,Capnodiales,Capnodiales_fam_Incertae_sedis
Capnobotryella,Capnodiales_fam_Incertae_sedis,Capnobotryella
Capnobotryella_sp,Capnobotryella,Capnobotryella_sp
SH473352.07FU,Capnobotryella_sp,SH473352.07FU
SH203654.07FU,Ascomycota_sp,SH203654.07FU
Truncatella,Amphisphaeriaceae,Truncatella
Truncatella_angustata,Truncatella,Truncatella_angustata
SH206665.07FU,Truncatella_angustata,SH206665.07FU
Mortierella_gamsii,Mortierella,Mortierella_gamsii
SH180110.07FU,Mortierella_gamsii,SH180110.07FU
Mortierella_parvispora,Mortierella,Mortierella_parvispora
SH193938.07FU,Mortierella_parvispora,SH193938.07FU
SH184583.07FU,Tomentella_sp,SH184583.07FU
SH196466.07FU,Inocybe_sp,SH196466.07FU
Saccotheciaceae,Dothideales,Saccotheciaceae
Pseudoseptoria,Saccotheciaceae,Pseudoseptoria
Pseudoseptoria_obscura,Pseudoseptoria,Pseudoseptoria_obscura
SH195777.07FU,Pseudoseptoria_obscura,SH195777.07FU
Naucoria,Strophariaceae,Naucoria
Naucoria_scolecina,Naucoria,Naucoria_scolecina
SH298057.07FU,Naucoria_scolecina,SH298057.07FU
SH211718.07FU,Helotiales_sp,SH211718.07FU
Teratosphaeriaceae,Capnodiales,Teratosphaeriaceae
unidentified,Teratosphaeriaceae,unidentified
Teratosphaeriaceae_sp,unidentified,Teratosphaeriaceae_sp
SH012152.07FU,Teratosphaeriaceae_sp,SH012152.07FU
Agaricales_fam_Incertae_sedis,Agaricales,Agaricales_fam_Incertae_sedis
Camarophyllopsis,Agaricales_fam_Incertae_sedis,Camarophyllopsis
Camarophyllopsis_schulzeri,Camarophyllopsis,Camarophyllopsis_schulzeri
SH180406.07FU,Camarophyllopsis_schulzeri,SH180406.07FU
Sclerotinia,Sclerotiniaceae,Sclerotinia
Sclerotinia_sclerotiorum,Sclerotinia,Sclerotinia_sclerotiorum
SH174856.07FU,Sclerotinia_sclerotiorum,SH174856.07FU
Russula_sp,Russula,Russula_sp
SH176559.07FU,Russula_sp,SH176559.07FU
Omphalotaceae,Agaricales,Omphalotaceae
Rhodocollybia,Omphalotaceae,Rhodocollybia
Rhodocollybia_butyracea,Rhodocollybia,Rhodocollybia_butyracea
SH209203.07FU,Rhodocollybia_butyracea,SH209203.07FU
Inocybe_lapponica,Inocybe,Inocybe_lapponica
SH188119.07FU,Inocybe_lapponica,SH188119.07FU
unidentified,Sebacinales,unidentified
Sebacinales_sp,unidentified,Sebacinales_sp
SH199108.07FU,Sebacinales_sp,SH199108.07FU
Chaetosphaeriales,Sordariomycetes,Chaetosphaeriales
Chaetosphaeriaceae,Chaetosphaeriales,Chaetosphaeriaceae
Chaetosphaeria,Chaetosphaeriaceae,Chaetosphaeria
Chaetosphaeria_sp,Chaetosphaeria,Chaetosphaeria_sp
SH181579.07FU,Chaetosphaeria_sp,SH181579.07FU
Rhizopogonaceae,Boletales,Rhizopogonaceae
Rhizopogon,Rhizopogonaceae,Rhizopogon
Rhizopogon_verii,Rhizopogon,Rhizopogon_verii
SH183754.07FU,Rhizopogon_verii,SH183754.07FU
Russula_grata,Russula,Russula_grata
SH201476.07FU,Russula_grata,SH201476.07FU
SH023324.07FU,Chaetothyriales_sp,SH023324.07FU
SH489152.07FU,Piloderma_sp,SH489152.07FU
Russula_densifolia,Russula,Russula_densifolia
SH219264.07FU,Russula_densifolia,SH219264.07FU
Ascochyta_pisi,Ascochyta,Ascochyta_pisi
SH245106.07FU,Ascochyta_pisi,SH245106.07FU
SH180021.07FU,Sebacinales_sp,SH180021.07FU
Byssocorticium,Atheliaceae,Byssocorticium
Byssocorticium_pulchrum,Byssocorticium,Byssocorticium_pulchrum
SH216107.07FU,Byssocorticium_pulchrum,SH216107.07FU
Discinaceae,Pezizales,Discinaceae
Hydnotrya,Discinaceae,Hydnotrya
Hydnotrya_tulasnei,Hydnotrya,Hydnotrya_tulasnei
SH218047.07FU,Hydnotrya_tulasnei,SH218047.07FU
Tomentella_coerulea,Tomentella,Tomentella_coerulea
SH185264.07FU,Tomentella_coerulea,SH185264.07FU
Orbiliomycetes,Ascomycota,Orbiliomycetes
unidentified,Orbiliomycetes,unidentified
Orbiliomycetes_sp,unidentified,Orbiliomycetes_sp
SH192297.07FU,Orbiliomycetes_sp,SH192297.07FU
Venturia_populina,Venturia,Venturia_populina
SH219617.07FU,Venturia_populina,SH219617.07FU
SH218297.07FU,Helotiales_sp,SH218297.07FU
Inocybe_cookei,Inocybe,Inocybe_cookei
SH215016.07FU,Inocybe_cookei,SH215016.07FU
SH023336.07FU,Fungi_sp,SH023336.07FU
Cantharellales_fam_Incertae_sedis,Cantharellales,Cantharellales_fam_Incertae_sedis
Minimedusa,Cantharellales_fam_Incertae_sedis,Minimedusa
Minimedusa_polyspora,Minimedusa,Minimedusa_polyspora
SH201127.07FU,Minimedusa_polyspora,SH201127.07FU
SH189391.07FU,Thelephoraceae_sp,SH189391.07FU
Venturia_ditricha,Venturia,Venturia_ditricha
SH219606.07FU,Venturia_ditricha,SH219606.07FU
SH203826.07FU,Archaeorhizomyces_sp,SH203826.07FU
SH211416.07FU,Helotiales_sp,SH211416.07FU
SH176918.07FU,Agaricales_sp,SH176918.07FU
Russula_nitida,Russula,Russula_nitida
SH176553.07FU,Russula_nitida,SH176553.07FU
Archaeorhizomyces_borealis,Archaeorhizomyces,Archaeorhizomyces_borealis
SH204031.07FU,Archaeorhizomyces_borealis,SH204031.07FU
Capronia,Herpotrichiellaceae,Capronia
Capronia_sp,Capronia,Capronia_sp
SH023337.07FU,Capronia_sp,SH023337.07FU
Hygrocybe_conica,Hygrocybe,Hygrocybe_conica
SH176834.07FU,Hygrocybe_conica,SH176834.07FU
SH183302.07FU,Helotiales_sp,SH183302.07FU
unidentified,Trechisporales,unidentified
Trechisporales_sp,unidentified,Trechisporales_sp
SH188947.07FU,Trechisporales_sp,SH188947.07FU
SH200597.07FU,Auriculariales_sp,SH200597.07FU
Tomentella_badia,Tomentella,Tomentella_badia
SH177782.07FU,Tomentella_badia,SH177782.07FU
SH205748.07FU,Helotiales_sp,SH205748.07FU
Montagnulaceae,Pleosporales,Montagnulaceae
Paraphaeosphaeria,Montagnulaceae,Paraphaeosphaeria
Paraphaeosphaeria_parmeliae,Paraphaeosphaeria,Paraphaeosphaeria_parmeliae
SH186927.07FU,Paraphaeosphaeria_parmeliae,SH186927.07FU
Geastrales,Agaricomycetes,Geastrales
Geastraceae,Geastrales,Geastraceae
unidentified,Geastraceae,unidentified
Geastraceae_sp,unidentified,Geastraceae_sp
SH006005.07FU,Geastraceae_sp,SH006005.07FU
Trichosporon,Trichosporonaceae,Trichosporon
Trichosporon_wieringae,Trichosporon,Trichosporon_wieringae
SH262868.07FU,Trichosporon_wieringae,SH262868.07FU
Microascales,Sordariomycetes,Microascales
Ceratocystidaceae,Microascales,Ceratocystidaceae
Ceratocystis,Ceratocystidaceae,Ceratocystis
Ceratocystis_sp,Ceratocystis,Ceratocystis_sp
SH470104.07FU,Ceratocystis_sp,SH470104.07FU
Trechispora_invisitata,Trechispora,Trechispora_invisitata
SH188039.07FU,Trechispora_invisitata,SH188039.07FU
SH198119.07FU,Ascomycota_sp,SH198119.07FU
SH196475.07FU,Helotiales_sp,SH196475.07FU
SH461312.07FU,Lecanoromycetes_sp,SH461312.07FU
SH181106.07FU,Hyaloscypha_sp,SH181106.07FU
SH177843.07FU,Tomentella_sp,SH177843.07FU
SH189533.07FU,Thelephoraceae_sp,SH189533.07FU
Clavulinopsis_corniculata,Clavulinopsis,Clavulinopsis_corniculata
SH017002.07FU,Clavulinopsis_corniculata,SH017002.07FU
Inocybe_subcarpta,Inocybe,Inocybe_subcarpta
SH190061.07FU,Inocybe_subcarpta,SH190061.07FU
Herpotrichia,Pleosporales_fam_Incertae_sedis,Herpotrichia
Herpotrichia_juniperi,Herpotrichia,Herpotrichia_juniperi
SH198655.07FU,Herpotrichia_juniperi,SH198655.07FU
SH001787.07FU,Hygrocybe_sp,SH001787.07FU
Cuphophyllus,Hygrophoraceae,Cuphophyllus
Cuphophyllus_pratensis,Cuphophyllus,Cuphophyllus_pratensis
SH183842.07FU,Cuphophyllus_pratensis,SH183842.07FU
Phialocephala_fortinii,Phialocephala,Phialocephala_fortinii
SH204986.07FU,Phialocephala_fortinii,SH204986.07FU
unidentified,Mycenaceae,unidentified
Mycenaceae_sp,unidentified,Mycenaceae_sp
SH467584.07FU,Mycenaceae_sp,SH467584.07FU
Tomentella_ellisii,Tomentella,Tomentella_ellisii
SH189394.07FU,Tomentella_ellisii,SH189394.07FU
Scutellinia,Pyronemataceae,Scutellinia
Scutellinia_kerguelensis,Scutellinia,Scutellinia_kerguelensis
SH215678.07FU,Scutellinia_kerguelensis,SH215678.07FU
Entoloma_sericeum,Entoloma,Entoloma_sericeum
SH221917.07FU,Entoloma_sericeum,SH221917.07FU
Hypholoma_udum,Hypholoma,Hypholoma_udum
SH219751.07FU,Hypholoma_udum,SH219751.07FU
Hygrocybe_cantharellus,Hygrocybe,Hygrocybe_cantharellus
SH221289.07FU,Hygrocybe_cantharellus,SH221289.07FU
Thelephora_alnii,Thelephora,Thelephora_alnii
SH184511.07FU,Thelephora_alnii,SH184511.07FU
Sebacinales_Group_B,Sebacinales,Sebacinales_Group_B
unidentified,Sebacinales_Group_B,unidentified
Sebacinales_Group_B_sp,unidentified,Sebacinales_Group_B_sp
SH197477.07FU,Sebacinales_Group_B_sp,SH197477.07FU
SH495480.07FU,Fungi_sp,SH495480.07FU
Nolanea,Entolomataceae,Nolanea
Nolanea_sp,Nolanea,Nolanea_sp
SH489291.07FU,Nolanea_sp,SH489291.07FU
Piloderma_bicolor,Piloderma,Piloderma_bicolor
SH203894.07FU,Piloderma_bicolor,SH203894.07FU
Hypholoma_radicosum,Hypholoma,Hypholoma_radicosum
SH177500.07FU,Hypholoma_radicosum,SH177500.07FU
Venturia_helvetica,Venturia,Venturia_helvetica
SH219604.07FU,Venturia_helvetica,SH219604.07FU
unidentified,Mortierellaceae,unidentified
Mortierellaceae_sp,unidentified,Mortierellaceae_sp
SH187871.07FU,Mortierellaceae_sp,SH187871.07FU
SH492768.07FU,Sebacina_sp,SH492768.07FU
Inocybe_rimosa,Inocybe,Inocybe_rimosa
SH221720.07FU,Inocybe_rimosa,SH221720.07FU
SH208578.07FU,Chaetothyriales_sp,SH208578.07FU
Cantharellaceae,Cantharellales,Cantharellaceae
Craterellus,Cantharellaceae,Craterellus
Craterellus_cornucopioides,Craterellus,Craterellus_cornucopioides
SH210009.07FU,Craterellus_cornucopioides,SH210009.07FU
Glomeromycota,Fungi,Glomeromycota
Glomeromycetes,Glomeromycota,Glomeromycetes
Glomerales,Glomeromycetes,Glomerales
Glomeraceae,Glomerales,Glomeraceae
unidentified,Glomeraceae,unidentified
Glomeraceae_sp,unidentified,Glomeraceae_sp
SH191191.07FU,Glomeraceae_sp,SH191191.07FU
Byssonectria,Pyronemataceae,Byssonectria
Byssonectria_fusispora,Byssonectria,Byssonectria_fusispora
SH215677.07FU,Byssonectria_fusispora,SH215677.07FU
SH527169.07FU,Tomentella_sp,SH527169.07FU
SH184581.07FU,Tomentella_sublilacina,SH184581.07FU
SH186054.07FU,Hydnodontaceae_sp,SH186054.07FU
Hypholoma_myosotis,Hypholoma,Hypholoma_myosotis
SH219734.07FU,Hypholoma_myosotis,SH219734.07FU
SH005999.07FU,Helotiales_sp,SH005999.07FU
Gymnopus,Omphalotaceae,Gymnopus
Gymnopus_perforans,Gymnopus,Gymnopus_perforans
SH182245.07FU,Gymnopus_perforans,SH182245.07FU
unidentified,Sebacinaceae,unidentified
Sebacinaceae_sp,unidentified,Sebacinaceae_sp
SH180002.07FU,Sebacinaceae_sp,SH180002.07FU
Hygrocybe_nitrata,Hygrocybe,Hygrocybe_nitrata
SH495419.07FU,Hygrocybe_nitrata,SH495419.07FU
unidentified,Dothideomycetes,unidentified
Dothideomycetes_sp,unidentified,Dothideomycetes_sp
SH208539.07FU,Dothideomycetes_sp,SH208539.07FU
SH188470.07FU,Cortinarius_diasemospermus,SH188470.07FU
Cortinarius_helvelloides,Cortinarius,Cortinarius_helvelloides
SH188496.07FU,Cortinarius_helvelloides,SH188496.07FU
Naucoria_alnetorum,Naucoria,Naucoria_alnetorum
SH218852.07FU,Naucoria_alnetorum,SH218852.07FU
Naucoria_bohemica,Naucoria,Naucoria_bohemica
SH188455.07FU,Naucoria_bohemica,SH188455.07FU
Russula_nobilis,Russula,Russula_nobilis
SH218432.07FU,Russula_nobilis,SH218432.07FU
